"photo_id","owner","gender","occupation","title","description","tags","faves","lat","lon","u_city","u_country","taken"
47098685774,"61013449@N07","3",NA,"British Museum","The museum has a vast collection of Greek (and other) vases, many behind glass to protect them. This one has a fine group of horses amidst a classical scene.","britishmuseum, london, ceramic, vase, greek, decorated",6,51.519281,-0.12705,NA,NA,"2019-04-29 15:42:59"
40921504583,"49506994@N06","2","Retired","Here he comes!","Another squirrel shot from Golders Hill Park.  there were about a dozen climbing about so they could all be different ones!","squirrel, greysquirrel, goldershillpark, london, nikond7100, april2019, coth, coth5",130,51.567347,-0.188977,"Stanmore-nr London","UK","2019-04-30 11:02:19"
46971260255,"62973218@N02","1",NA,"Last Man Off","1/4” (handheld) exposure on the Tube","london, england, people, sign, uk, underground, urban, british, train, city, tunnel, britain, subway, tube, gb, metro, station",101,51.502392,-0.11324,NA,NA,"2019-04-27 11:30:46"
40919353023,"81065266@N00","1",NA,"Royal Mail Sorting Office `London Street Demolished","Heres Whats Left Of The Basement...The Sorting Office Was Built In 1907....It Will Be Transformed Into Paddington Square Designed By Renzo Piano.....Paddington Station In The Rear...","london, paddington, w2, vanished, demolished, postoffice, mad, sad, surreal, changes, urban, site, england, rubble, uk, classic, art, digger, crane, erith, paddingtonquarter, skip, transport, trains, streetfurniture, architecture, canon, tourism, tourists, history, bygone, sortingdelivery, equipment, winslandmews, edwardian, rail, cube, rooms, below",5,51.516728,-0.174794,NA,NA,"2019-04-18 13:24:44"
40918844683,"77710164@N03","1",NA,"silver daisy bush","Olearia pannosa cardiophylla, from South Australia. Seen in the Temperate House at Kew Gardens.","flower, daisy, silverdaisybush, oleariapannosacardiophylla, plant, petal, kewgardens, kew, royalbotanicgardenskew, temperatehouse, monochrome, blackwhite, niksilverefexpro2, macro",13,51.474707,-0.295536,NA,NA,"2019-04-18 14:58:43"
33966574538,"79986881@N00","1","Architectural Design + Photography","UK - London - Brick Lane - Colourful Street Art 01_DSC5533","Whenever I'm in London if I have the time I like to have a walk along Brick Lane and the surrounding streets to see what new Street Art has appeared.  

I thought this was interesting for the two different, contrasting styles. Not sure if it's the work of one artist or two.......

Click here to see more Street Art : <a href=""""https://www.flickr.com/photos/darrellg/albums/72157628800256941"""">www.flickr.com/photos/darrellg/albums/72157628800256941</a>

<a href=""""http://www.dgphotos.co.uk"""" rel=""""noreferrer nofollow"""">My Website</a> : <a href=""""https://www.twitter.com/dgphotos"""" rel=""""noreferrer nofollow"""">Twitter</a> : <a href=""""https://www.facebook.com/dsgphotos"""" rel=""""noreferrer nofollow"""">Facebook</a> : <a href=""""https://instagram.com/dgphotos.co.uk/"""" rel=""""noreferrer nofollow"""">Instagram</a>  : <a href=""""https://www.photocrowd.com/dgphotos/"""" rel=""""noreferrer nofollow"""">Photocrowd</a>

© D.Godliman","uklondonbricklanecolourfulstreetart01dsc5533",6,51.52058,-0.071915,"Oxford","United Kingdom","2019-03-29 17:09:25"
47883965291,"24484507@N00","1",NA,"Games At The Bar",NA,"pub, bar, games",0,51.513038,-0.113012,"Winchester","United Kingdom","2019-01-02 13:21:12"
47832025702,"24484507@N00","1",NA,"Some Lunch",NA,"food, lunch, pub, london",0,51.51303,-0.113025,"Winchester","United Kingdom","2019-01-02 12:16:48"
46927723885,"79986881@N00","1","Architectural Design + Photography","UK - London - Brick Lane - Colourful Street Art 02_DSC5534","Not quite sure what this colourful piece of Street Art was trying to say but I liked the colours and the inclusion of the '24hr CCTV' sign in the shot.

Whenever I'm in London if I have the time I like to have a walk along Brick Lane and the surrounding streets to see what new Street Art has appeared.  

Click here to see more Street Art : <a href=""""https://www.flickr.com/photos/darrellg/albums/72157628800256941"""">www.flickr.com/photos/darrellg/albums/72157628800256941</a>

<a href=""""http://www.dgphotos.co.uk"""" rel=""""noreferrer nofollow"""">My Website</a> : <a href=""""https://www.twitter.com/dgphotos"""" rel=""""noreferrer nofollow"""">Twitter</a> : <a href=""""https://www.facebook.com/dsgphotos"""" rel=""""noreferrer nofollow"""">Facebook</a> : <a href=""""https://instagram.com/dgphotos.co.uk/"""" rel=""""noreferrer nofollow"""">Instagram</a>  : <a href=""""https://www.photocrowd.com/dgphotos/"""" rel=""""noreferrer nofollow"""">Photocrowd</a>

© D.Godliman","uklondonbricklanecolourfulstreetart02dsc5534",8,51.521381,-0.071829,"Oxford","United Kingdom","2019-03-29 17:13:21"
32937202287,"40139809@N00","1","retired","tate britain",NA,"london, westminster, millbank, tatebritain, stanleyspencer, february, 2019",1,51.491428,-0.127889,"Hampton Wick / Aberdeen","uk","2019-02-08 12:13:26"
47829002072,"29675285@N02","3",NA,"Dinner at Bean and Wheat","The café behind the Frog, Hoxton. Same Adam Handling menu. We were here to watch the comedy later on at the Iron Stag Bar below.

This was my Cod, corn, morels, ponzu with a &quot;Modus Hoperandi&quot; IPA.","hoxton, london, england, unitedkingdom, gb, food, plate, beer, glass, frog",0,51.527275,-0.081034,NA,NA,"2019-04-30 19:33:17"
47881017471,"29675285@N02","3",NA,"Trains from Ealing End","A sign on the London Transport Museum [miniature] Railway at the Acton Depot.","acton, london, england, unitedkingdom, gb, londontransportmuseum, depot, railway, station, sign",0,51.505505,-0.281803,NA,NA,"2019-04-28 14:38:06"
